,Link,Job Title,Company Name,Salary,Date of Posting
10,https://in.indeed.com/rc/clk?jk=d33a6cf591c5ae5b&fccid=5e964c4afc56b180&vjs=3,new1-10yrs Application for Cyber- Kolkata DN 57 - RDC,PwC,N/A,Posted30+ days ago
11,https://in.indeed.com/company/TraceVR/jobs/Security-Analyst-b2f0b7973dc0ec4e?fccid=c560bf2fdd43f1e1&vjs=3,Security Analyst -Cyber Defense Tool Training,Tracelay Networks,N/A,Posted30+ days ago
12,https://in.indeed.com/rc/clk?jk=d1ef890ff65eb165&fccid=189b4377c880f7e5&vjs=3,Cyber Security Analyst,Unisys,N/A,Posted30+ days ago
13,https://in.indeed.com/rc/clk?jk=01b97baf9d2bf125&fccid=de71a49b535e21cb&vjs=3,Security Automation,IBM,N/A,Posted30+ days ago
14,https://in.indeed.com/company/CodeMarks/jobs/Cyber-Security-Analyst-3075eb9e64e69390?fccid=fd05d2f50f457846&vjs=3,Cyber Security Analyst,CodeMarks,"₹15,00,000 a year",Posted30+ days ago
15,https://in.indeed.com/rc/clk?jk=d4a1c2b8dc36da16&fccid=dd616958bd9ddc12&vjs=3,newCyber Security Specialist (Junior),FENG GROUP,N/A,Posted2 days ago
16,https://in.indeed.com/rc/clk?jk=71cab31959900d2c&fccid=c8eabfdb4fcf2d28&vjs=3,Cyber Security,HP,N/A,Posted2 days ago
17,https://in.indeed.com/rc/clk?jk=adcfb70f9bd6e53d&fccid=1d70179f2fbb3014&vjs=3,Cyber Security Consultant,ValueMentor,N/A,Posted2 days ago
18,https://in.indeed.com/rc/clk?jk=4286c9339fa2e9af&fccid=df6948c9b8da6236&vjs=3,newCyber Security Analyst,Société Générale,N/A,Posted2 days ago
19,https://in.indeed.com/rc/clk?jk=8da61eab0d1d7f7a&fccid=99f78a670a654151&vjs=3,Cyber Security consultant – OSCP /CEH,AMBC Technologies,N/A,Posted2 days ago
20,https://in.indeed.com/company/Hostenzo/jobs/Cyber-Security-Analyst-dc1e82cdca2c690e?fccid=422068a0015ceb11&vjs=3,Cyber Security Analyst,Hostenzo,"₹20,000 - ₹40,000 a month",Posted2 days ago
21,https://in.indeed.com/company/SourceMash-Technologies-Pvt.-Ltd./jobs/Cyber-Security-Engineer-127e6f4b601eafa8?fccid=029ea79258b54675&vjs=3,Cyber Security Engineer,SourceMash Technologies Pvt. Ltd.,"₹40,000 a month",Posted2 days ago
22,https://in.indeed.com/rc/clk?jk=9f4e75649b0bf7c8&fccid=a3f737e511d9fc8c&vjs=3,Cybersecurity Engineer - Cyber Security,Visa,N/A,Posted2 days ago
23,https://in.indeed.com/rc/clk?jk=4f0a4408e875bb0f&fccid=46d3fb25c859ab2c&vjs=3,Junior Penetration Testers/Associate Offensive Security Cons...,NetSentries Technologies,N/A,Posted2 days ago
24,https://in.indeed.com/rc/clk?jk=6a7f0ede6093cdb7&fccid=2c545e3d46376de9&vjs=3,SOC Analyst I,CyberProof,N/A,Posted2 days ago
25,https://in.indeed.com/rc/clk?jk=62770067647770ad&fccid=52205942e7258162&vjs=3,newInformation Security Analyst,PowerSchool Group LLC,N/A,Posted2 days ago
26,https://in.indeed.com/rc/clk?jk=c939d624d268e1c6&fccid=b9a346a525213a42&vjs=3,Cyber Security Junior Analyst,Securdi,N/A,Posted2 days ago
27,https://in.indeed.com/rc/clk?jk=e42386e3a3b6459d&fccid=374d720d3973ca1c&vjs=3,newCyber Security Specialist,Vodafone,N/A,Posted2 days ago
28,https://in.indeed.com/company/OAASA-Technologys/jobs/Cyber-Security-Trainer-0ee82eed0441f9b0?fccid=e56bfef856253b2b&vjs=3,Cyber Security Trainer,OAASA Technologys,"₹5,000 a month",Posted2 days ago
29,https://in.indeed.com/company/Shieldbyte-Infosec-Pvt.-Ltd./jobs/Cyber-Security-Analyst-b69c31fd750f9877?fccid=7877e98d329033a0&vjs=3,Cyber Security Analyst,ShieldByte Infosec Pvt Ltd,"₹2,00,000 - ₹3,00,000 a year",Posted2 days ago
